product_id,rating,review_text
"Apple iPhone 14 (Blue, 128 GB)",5.0,An absolute beast. This is what you expect after paying such amount. Everything is perfect about this phone from build quality to camera to performance. Absolutely worth it.
"Apple iPhone 14 (Blue, 128 GB)",5.0,Nice camera
"Apple iPhone 14 (Blue, 128 GB)",5.0,"It's a apple device .. that means you get the good old ios . No performance issue , supper ram and power management . My slightly distasteful remark would be on its camera ."
"Apple iPhone 14 (Blue, 128 GB)",5.0,"Totally in love with my new iphone 14. Battery backup is amazing which I never expected from Apple to be very honest.
Built quality is excellent and it looks premium. Camera quality is excellent as well. True to life color reproduction, Indoor conditions amazing, night photos are good, facial tones are very good, day clicks are amazing. In short it's an amazing exp. Selfie cam also produces very good quality images."
"Apple iPhone 14 (Blue, 128 GB)",5.0,Love IPhone Dream IPhone..
"Apple iPhone 14 (Blue, 128 GB)",5.0,Decent purchase:)
"Apple iPhone 14 (Blue, 128 GB)",5.0,"Purchase on First day sale in BBD23.
Will share full review after use.
I am shifting from Android to IPhone."
"Apple iPhone 14 (Blue, 128 GB)",4.0,Good
"Apple iPhone 14 (Blue, 128 GB)",5.0,Awesome phone with amazing features
"Apple iPhone 14 (Blue, 128 GB)",5.0,"iphone is great
Canera qulity is best
Battery is powerful
All dizine best
Work all best
All over best"
"Apple iPhone 14 (Blue, 128 GB)",5.0,Nice looking phone.
"Apple iPhone 14 (Blue, 128 GB)",5.0,"My 1st IOS device so far good
Midnight Black the best you can have, the Camera quality is excellent along with the multitasking performance. Go for it!"
"Apple iPhone 14 (Blue, 128 GB)",5.0,Best phone but same as Iphone 13. There is no difference in 13 and 14.
"Apple iPhone 14 (Blue, 128 GB)",5.0,"Absolutely Awesome, Switching to iPhone was not easy but once i started using this phone. I am loving it."
"Apple iPhone 14 (Blue, 128 GB)",5.0,What a phone.
"Apple iPhone 14 (Blue, 128 GB)",5.0,"Best in the market.
Camera quality awesome
Battery easily goes for a day
Speakers are really good."
"Apple iPhone 14 (Blue, 128 GB)",4.0,Thanks Flipkart for this all new iPhone without any problem I got it and I'm finally Shifted 5 years later redmi not 5 pro to new. iPhone 14 i really do hard work for this thing Last 8 month Thanks  I'm happy  
"Apple iPhone 14 (Blue, 128 GB)",5.0,Wonderful ..After16 years using android shifted to iIphone. Feels premium in hands Intelligent function save your time if you know how used IPhone. Sound Cristal clear. Build quality and finishing superb. Got a small island display in left side which indicates running function so wont feel regret of function of Dynamic Island IPhone 15. Overall value for money IPhone 14 and delighted and excited while using.if you are passionate then go for blindly you will not get remorse.
"Apple iPhone 14 (Blue, 128 GB)",5.0,awesome phone..i switched from android to ios first time and became a big fan of ios. Performance is excellent and display camera everything is awesome.
"Apple iPhone 14 (Blue, 128 GB)",5.0,Very smooth and camera is awesome 
"Apple iPhone 14 (Blue, 128 GB)",5.0,This is my first IOS device and I like it..I gifted this to my younger brother and he loved it. iPhone in-hand feel is damn premium  also the camera quality is top notch to be honest I bought this phone only for smooth processor and camera quality. Just go for it
"Apple iPhone 14 (Blue, 128 GB)",4.0,Nice
"Apple iPhone 14 (Blue, 128 GB)",5.0,Good one got it around 67k . This is my first Apple mobile. Took time to get habituated to apple eco system but worth the wait. Simple and easy.
"Apple iPhone 14 (Blue, 128 GB)",5.0,Looking Awesome 
"Apple iPhone 14 (Blue, 128 GB)",5.0,Nice
"Apple iPhone 14 (Blue, 128 GB)",5.0,"Simply superb so far
No complaints as of now
Phone was delivered within one day after order"
"Apple iPhone 14 (Blue, 128 GB)",5.0,"Review after a week

Overall a powerful package for photo, video and gaming. Only thing which could have been better is battery, though it works whole day with low usage , but extensive use it would not go beyond half day.

Camera 4/5
Pictures in full zoom- 3
Sound quality- 5/5
Display- 4.5/5
Performance- 5"
"Apple iPhone 14 (Blue, 128 GB)",5.0,Awesome camera
"Apple iPhone 14 (Blue, 128 GB)",5.0,Best camera phone
"Apple iPhone 14 (Blue, 128 GB)",5.0,My First iphone experience even though its 60hz refresh rate but feels so smooth and optimized and performance is top notch..if u r looking for an iphone 13..go for i phone 14 trust me u will love it
"Apple iPhone 14 (Blue, 128 GB)",5.0,Best Phone in market.
"Apple iPhone 14 (Blue, 128 GB)",5.0,Quality + Performance + Integrity = Apple Inc
"Apple iPhone 14 (Blue, 128 GB)",5.0,"Amazing camera effects, one of the best device for cinematography"
"Apple iPhone 14 (Blue, 128 GB)",5.0,Highly recommended best price since launch loud speaker is amazing display is another world nothing to say it's overall quite amazing phone dont think ggo for it
"Apple iPhone 14 (Blue, 128 GB)",4.0,"4 out of 5
Phone was so handy and superb"
"Apple iPhone 14 (Blue, 128 GB)",5.0,Very nice phone. Excellent
"Apple iPhone 14 (Blue, 128 GB)",5.0,"Nice mobile phone, iam very impressed"
"Apple iPhone 14 (Blue, 128 GB)",5.0,I'm happy with the phone and the deal I got from the Flipkart.
"Apple iPhone 14 (Blue, 128 GB)",5.0,It looks so pretty 
"Apple iPhone 14 (Blue, 128 GB)",5.0,Best quality
"Apple iPhone 14 (Blue, 128 GB)",5.0,"Best in class in all the aspects. Top notch performance for display, camera and everything."
"Apple iPhone 14 (Blue, 128 GB)",5.0,"Best phone The iPhone 14 is a great upgrade if you're using an 11 or older iPhone as it provides longer battery life, faster performance, a much better screen, increased durability and cameras as well as safety features"
"Apple iPhone 14 (Blue, 128 GB)",5.0,Amazing camera
"Apple iPhone 14 (Blue, 128 GB)",5.0,Value for money product if you get the deal around 65 k .
"Apple iPhone 14 (Blue, 128 GB)",5.0,Excellent camera 
"Apple iPhone 14 (Blue, 128 GB)",5.0,"I simply love it

Camera quality 

Very happy "
"Apple iPhone 14 (Blue, 128 GB)",5.0,Nice one
"Apple iPhone 14 (Blue, 128 GB)",5.0,Very good phone
"Apple iPhone 14 (Blue, 128 GB)",5.0,"Nice camera.
Amazing night mode.
Battery performance good.
Loving it."
"Apple iPhone 14 (Blue, 128 GB)",5.0,You ever Heard the word Satisfaction...Yesss that is exactly how it feels to have it.
"Apple iPhone 14 (Blue, 128 GB)",5.0,"I wanted to buy yellow colour but that was not delivering on my pin code so went for this colour.

After receiving this, I have no regression.

Love this.

iPhone heats a lot because of its built. Its frame is steel and the back is glass but it has great things when it gets hot, it restricts some features to cool it down.

The camera is good, sometimes it misses focus.

Performance is the best part of it."
"Apple iPhone 14 (Blue, 128 GB)",5.0,"I switch from x r to 14 great experience
Best display and sound quality and some fabulous changes in camera is also.great"
"Apple iPhone 14 (Blue, 128 GB)",5.0,iPhone 14 starlight  beautiful design excellent camera great battery. I think it is better than previous year iPhone 13. Go for it 
"Apple iPhone 14 (Blue, 128 GB)",5.0,"Amazing device
I switch to iPhone 14 from iPhone 8. Great camera and power management full day battery backup. Sound quality and display also awesome. Just go for it if you have enough money"
"Apple iPhone 14 (Blue, 128 GB)",5.0,"Simply awesome. But battery health going like a bullet train, after 50 days of usage battery health showing 98%."
"Apple iPhone 14 (Blue, 128 GB)",5.0,"All rounder phone
Handy phone
Best camera battery performance"
"Apple iPhone 14 (Blue, 128 GB)",5.0,Amazing Product 
"Apple iPhone 14 (Blue, 128 GB)",5.0,Awesome deal Tq Flipkart.IPhone 14 was powerfully packed 5G .Battery is good.Cameras next level .finally iPhone 14 is superb.loved It
"Apple iPhone 14 (Blue, 128 GB)",5.0,I just love this phone for the 1st time and the performance is awesome just wow camera quality battery everything is awesome . I prefer anyone who can use this phone . Iphone using it for the 1st time never getting any problem . Just thank you Flipkart for providing me these at low cost as compared to retail shops . Thank you Flipkart and Apple . Just love it .
"Apple iPhone 14 (Blue, 128 GB)",5.0,Camera and battery Quality us best in this segment
"Apple iPhone 14 (Blue, 128 GB)",5.0,I think this is wow what a performance camera too good love it
"Apple iPhone 14 (Blue, 128 GB)",5.0,Good
"Apple iPhone 14 (Blue, 128 GB)",5.0,"Very good purchase.i bought it for my wife as a Padwa gift.
but just my views on purchasing this expensive phone- if you are using Iphone very lower version go for it but if you are already in iphone 13 or 11 do not spend money,its not worth.no much change.
but if you have lots of money then go for it.
wife was using iphone 7 hence i purchased this latest one.
now no purchase atleast for 6 years. iphone 7 also used 5 years and believe me it has no issues at all, but the only problem was batte...
READ MORE"
"Apple iPhone 14 (Blue, 128 GB)",5.0,"Great phone with great capabilities 
Excellent camera 
Processor same as my 13pro
New blue colour is awesome 
I have :- 14pro . 13pro . 12. 12mini . Also new this one iphone 14 . One thing is common in all have , there is no lag till the date.
The one thing I always said it is what it is"
"Apple iPhone 14 (Blue, 128 GB)",5.0,Very nice
"Apple iPhone 14 (Blue, 128 GB)",5.0,"Excellent Smartphone, Amazing Picture quality, Good sound quality"
"Apple iPhone 14 (Blue, 128 GB)",5.0,Very good phone
"Apple iPhone 14 (Blue, 128 GB)",5.0,Nice Cinematic Video and Portrait photography
"Apple iPhone 14 (Blue, 128 GB)",5.0,"I using this mobile for 2 days before I using Samsung m30 so..... This iPhone was very handy
Performance a15 bionic with 6 core processor
We can't find the difference day to day life soo...this is awesome next camera camera is top notch I don't how to tell in words this very good camera same as dslr and videos is soo good quality but action mode is take 2.8k resolution and in dimlight is was sooo bad so while you take with action use gimbal ..... And over all the phone very good "
"Apple iPhone 14 (Blue, 128 GB)",5.0,Product is amazing as expected from iphone. Got this recently in a sale with a whopping price of 63k including all discounts. Loving it!!!!
"Apple iPhone 14 (Blue, 128 GB)",5.0,Superb quality
"Apple iPhone 14 (Blue, 128 GB)",5.0,"Better than iphone 13. Especially that 13 number is considered unlucky. Moreover, better camera, battery, quality. And finally, color purple is very nice
Namaste"
"Apple iPhone 14 (Blue, 128 GB)",5.0,I love the product. Love the camera.
"Apple iPhone 14 (Blue, 128 GB)",5.0,"I phone 14 camera is so good, I can't believe it. It's like having a professional photographer in my pocket. I can take stunning photos of anything, from my cat to the Eiffel Tower. The colors are vibrant, the details are sharp, and the zoom is amazing. I can even make funny faces with the filters and stickers. I phone 14 camera is the best thing that ever happened to me. It makes me feel like a star."
"Apple iPhone 14 (Blue, 128 GB)",5.0,"It's a nice phone, camera is great, gaming is great. Battery is only 3270 mAh, it should have been around 4500-5000 mAh"
"Apple iPhone 14 (Blue, 128 GB)",5.0,Best smartphone I can get my hands on till this point of my life.
"Apple iPhone 14 (Blue, 128 GB)",5.0,Astounding
"Apple iPhone 14 (Blue, 128 GB)",5.0,Loved it
"Apple iPhone 14 (Blue, 128 GB)",5.0,Don't buy..... More heating
"Apple iPhone 14 (Blue, 128 GB)",4.0,Very nyc phone
"Apple iPhone 14 (Blue, 128 GB)",4.0,"Iphone 14 Awesome  . Easy to carry i phone . Light weight. And very effective in daily usage. Battery is effective according to daily usage. Pictures, sound output, is always the best.Camera is always amazing ( cinematic video is wow). Colour is awesome  overall very good "
"Apple iPhone 14 (Blue, 128 GB)",5.0,Good overall camera. Good specifications. But according to me S23 performs slightly better in terms of photos and portraits.
"Apple iPhone 14 (Blue, 128 GB)",5.0,Best camera
"Apple iPhone 14 (Blue, 128 GB)",5.0,"No doubt, awesome product, go for it"
"Apple iPhone 14 (Blue, 128 GB)",5.0,Superb camera and performance... Battery life is also good.... Great Display and awesome looks... 60hz refresh rate is better than android 90hz... Loved it 
"Apple iPhone 14 (Blue, 128 GB)",5.0,Superb
"Apple iPhone 14 (Blue, 128 GB)",4.0,Thanks for Flipkart
"Apple iPhone 14 (Blue, 128 GB)",5.0,Do I need to write a review? The name is enough. Apple 
"Apple iPhone 14 (Blue, 128 GB)",5.0,Best one. Have not used a better mobile than this yet. currently one of the best phone in the market.
"Apple iPhone 14 (Blue, 128 GB)",5.0,Best Performance
"Apple iPhone 14 (Blue, 128 GB)",5.0,Great performance
"Apple iPhone 14 (Blue, 128 GB)",5.0,Nice Phone.
"Apple iPhone 14 (Blue, 128 GB)",5.0,It's a perfect mobile. Comfortable in hands... Size is good. Looks so classy. For me it's the best
"Apple iPhone 14 (Blue, 128 GB)",5.0,Amazing.loved this colour.
"Apple iPhone 14 (Blue, 128 GB)",5.0,"First iPhone I'm so excited 
It is wonderful, good battery performance for gamer "
"Apple iPhone 14 (Blue, 128 GB)",4.0,Thanks Flipkart service is fine nd it comes in a 2 days.product is genuine nd I love it
"Apple iPhone 14 (Blue, 128 GB)",5.0,Superb
"Apple iPhone 14 (Blue, 128 GB)",5.0,The smoothness of the phone is excellent. Battery is okayish if you switch from android. Camera is one the best.
"Apple iPhone 14 (Blue, 128 GB)",5.0,Best iPhone ever
"Apple iPhone 14 (Blue, 128 GB)",5.0,Nice performance
"Apple iPhone 14 (Blue, 128 GB)",5.0,Perfect as per reputation of the iPhone. Having pride of owning this piece of iPhone- Assembled in India 
"Apple iPhone 14 (Blue, 128 GB)",5.0,I was a little sceptical about the red color but it looks premium. Amazing feel and touch. Love it..
"Apple iPhone 14 (Blue, 128 GB)",5.0,"No two ways , it's a great product, I haven't used iPhone before, this feels real good phone , great battery life , iOS is really better in stability and speed"
"Apple iPhone 14 (Blue, 128 GB)",5.0,Overall good product
"Apple iPhone 14 (Blue, 128 GB)",5.0,Good nice trusted i checked everything i was conserned about weather I'll get fooled by delivery and all but it was new i checked everything as people used to say we get refurbished phone no it was good new fresh
"Apple iPhone 14 (Blue, 128 GB)",5.0,"As expected, excellent pdt from Apple, stunning look, superb durability and great performance. Thanks to Flipkart for a fantastic offer on this product and timely delivery."
"Apple iPhone 14 (Blue, 128 GB)",5.0,Awesome picture quality
"Apple iPhone 14 (Blue, 128 GB)",5.0,"I was an android user since six years ,
Upgraded to iPhone 14 and it is worth it
Features are next level "
"Apple iPhone 14 (Blue, 128 GB)",5.0,"I am very happy with the purchase , i was confused between blue and yellow but yellow is very bright and refreshing color and look different blue is also nice but after putting back cover we can not differentiate if its is iphone 13 or 14 better go for yellow iphone its very bright and attractive lot of people asked me if i bough new iphone or something thankyou flipkart now comes to the performance battery is good display is very smooth looks very premiums n feels very premium. Go for it"
"Apple iPhone 14 (Blue, 128 GB)",5.0,Nyc phone
"Apple iPhone 14 (Blue, 128 GB)",4.0,Best product
"Apple iPhone 14 (Blue, 128 GB)",5.0,No words
"Apple iPhone 14 (Blue, 128 GB)",3.0,Superb performance
"Apple iPhone 14 (Blue, 128 GB)",5.0,good. Go for it...
"Apple iPhone 14 (Blue, 128 GB)",5.0,"I have my poco x2 bought 4 years ago,trust me that snapdragon 730G chip controls heating more efficiently,I dont know but I am experiencing more heating on iphone than my older Poco X2.
After using this device after 4-5 months if you are interested in good software experience as well as best RAM management and also a good camera ,you can buy this one, but as I have said I was not expecting an iphone to be heating this much"
"Apple iPhone 14 (Blue, 128 GB)",5.0,Good camera quality
"Apple iPhone 14 (Blue, 128 GB)",5.0,"Thank you Flipkart, I am very happy with the phone, thank you very much, it is a very good phone."
"Apple iPhone 14 (Blue, 128 GB)",5.0,Excellent.
"Apple iPhone 14 (Blue, 128 GB)",5.0,Great product
"Apple iPhone 14 (Blue, 128 GB)",5.0,Pic quality is good
"Apple iPhone 14 (Blue, 128 GB)",5.0,"I Phine 14 
Nice Product  , Good Quality  , i am very Happy "
"Apple iPhone 14 (Blue, 128 GB)",5.0,Premium Product
"Apple iPhone 14 (Blue, 128 GB)",5.0,nice 
"Apple iPhone 14 (Blue, 128 GB)",5.0,"I switched to 14 from Xr means LCD to OLED DISPLAY
And the display was just awesome
Battery is effective according to daily usage
Top notch performance
Best in class mobile "
"Apple iPhone 14 (Blue, 128 GB)",5.0,Nice
"Apple iPhone 14 (Blue, 128 GB)",5.0,THE product is genuinely awesome.. and can't stop my etes from looking into the product.. Awesome work by APPLE and good customer support from seller and Flipkart...THANKS FOR THE PRODUCT... GO FOR IT
"Apple iPhone 14 (Blue, 128 GB)",5.0,Osm Mobile it is my 1st experience in iPhone 14 series I m satisfied
"Apple iPhone 14 (Blue, 128 GB)",5.0,Good....
"Apple iPhone 14 (Blue, 128 GB)",4.0,Very good 
"Apple iPhone 14 (Blue, 128 GB)",4.0,"It is my first iPhone.It feels great to have it.
Everything is good expect the battery. Some tips to keep battery performance be 100%.
1. Charge the phone between 20% to 80%.
2. While charging keep the phone in power-save mode.
3. Use less Watt charger. Recommend: 5-20 watts."
"Apple iPhone 14 (Blue, 128 GB)",5.0,Apple 14 i like it
"Apple iPhone 14 (Blue, 128 GB)",5.0,"Genuine and nice,worthy upgrade considering technical enhancements over IPhone 13(may not be for 13 users),like better sensor and low light performance, extra 2gb ram,5 core Gpu(as in 13 pro) and longer ios support.New ios 16 is stable.Flipkart service is good."
"Apple iPhone 14 (Blue, 128 GB)",3.0,"After using for 2 weeks, conclusion :
Battery drain very fast. It took 2 time a day for charging
Camera is not good as I thought
Display 60hz is smooth but not great
Apple system is very classy
If you are middle class family member then don't go for it. Android is far better for uses
Don't overhyped"
"Apple iPhone 14 (Blue, 128 GB)",5.0,I am so happy to have first time i phone 14. My experience is outstanding to have this phone.But i wanted to have i phone 18 fortunately i have this now.
"Apple iPhone 14 (Blue, 128 GB)",5.0,Good
"Apple iPhone 14 (Blue, 128 GB)",5.0,Fantastic 
"Apple iPhone 14 (Blue, 128 GB)",5.0,Looking ..i lv this
"Apple iPhone 14 (Blue, 128 GB)",5.0,Awesome.. packed well and safe delivery.
"Apple iPhone 14 (Blue, 128 GB)",5.0,The colour is fantastic  and performing very well value for money
"Apple iPhone 14 (Blue, 128 GB)",5.0,"The iPhone 14 a gorgeous design, full 5G support, great cameras and strong performance. However, you don't get a 120Hz display or telephoto lens.Great work flipkart your agent is really supportive."
"Apple iPhone 14 (Blue, 128 GB)",5.0,"Comfortable, high-end build
OLED screen looks fantastic
A15 chip performs great
Good camera upgrades
Dependable battery life"
"Apple iPhone 14 (Blue, 128 GB)",4.0,Facing heating issues while playing video and using camera
"Apple iPhone 14 (Blue, 128 GB)",4.0,Recommended
"Apple iPhone 14 (Blue, 128 GB)",4.0,Good
"Apple iPhone 14 (Blue, 128 GB)",5.0,Tq Flipkart 
"Apple iPhone 14 (Blue, 128 GB)",5.0,"No android can replace the  products what ever it be using s23 and iPhone 14 and iPhone 15 .. no comparison in the performance
Draw back : battery back up of 14 and 15 are very much challenging for me"
"Apple iPhone 14 (Blue, 128 GB)",5.0,"Awesome phone.
Not a single problem in it"
"Apple iPhone 14 (Blue, 128 GB)",5.0,Sera Phone Better Performance Good bill quality
"Apple iPhone 14 (Blue, 128 GB)",5.0,Awesome apple 
"Apple iPhone 14 (Blue, 128 GB)",5.0,Performance is awesome but still 60hz display feels not good at this price
"Apple iPhone 14 (Blue, 128 GB)",5.0,Just wow! 
"Apple iPhone 14 (Blue, 128 GB)",5.0,Awesome
"Apple iPhone 14 (Blue, 128 GB)",5.0,Marvellous camera and slick design 
"Apple iPhone 14 (Blue, 128 GB)",5.0,Gifting the iPhone 14 to my wife on her birthday was a fantastic decision. She absolutely loves it! The camera upgrades have brought so much joy to her daily life. She can't stop raving about the picture quality and how it helps her capture our family moments beautifully. The elegant design also resonates with her taste. It's not just a phone; it's become an integral part of her daily routine and her favorite gift ever. Seeing her happy with it makes it a great choice for me.
"Apple iPhone 14 (Blue, 128 GB)",5.0,"Best phone in this price range..

Camera-5/5
Battery-5/5 easily full day backup
Performance-5/5
Display-5/5
OS-5/5
Everything abt this phone is perfect!!"
"Apple iPhone 14 (Blue, 128 GB)",5.0,"Performance - Amazing.
UI exp- amazing...its simple. But sometime annoy.
Battery- around 9hr normal usage(camera use). Pubg game - 6hr apprx.
Display- its good but I do not like to watch movies or tv series in 6.1 size screen. Better go for plus model.
This size is handy.
Gaming - sometime get sticky (due to heating) while playing pubg (HD quality). But overall run smooth. Do not forget to enable gaming mode and and guided acces.

I find this phone suitable for daily purpose. It take less ti...
READ MORE"
"Apple iPhone 14 (Blue, 128 GB)",5.0,Best
"Apple iPhone 14 (Blue, 128 GB)",5.0,"I had upgraded from XR to 14.. So its amazing
But if you are already using 13 means, either upgrade it to 14 pro or dont buy this.
Ditto as iPhone 13."
"Apple iPhone 14 (Blue, 128 GB)",5.0,Worth of money.!
